"outcome_variable","weight_method","Method","Point Estimate","95% CI","CI Width","Valid Samples"
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=0.9)","26,862","[ 7,890,  54,702]"," 46,812",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1.1)","32,831","[ 9,643,  66,858]"," 57,215",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.6, τ=1, ρ=1.2)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=0.8)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=0.9)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1)","42,638","[12,524,  86,829]"," 74,305",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1.1)","46,902","[13,776,  95,512]"," 81,736",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.6, ρ=1.2)","51,166","[15,028, 104,195]"," 89,166",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=0.8)","29,238","[ 8,588,  59,540]"," 50,952",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=0.9)","32,892","[ 9,661,  66,982]"," 57,321",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1)","36,547","[10,735,  74,425]"," 63,690",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1.1)","40,202","[11,808,  81,867]"," 70,059",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.7, ρ=1.2)","43,856","[12,881,  89,310]"," 76,428",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=0.8)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=0.9)","28,781","[ 8,453,  58,609]"," 50,156",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1)","31,979","[ 9,393,  65,122]"," 55,729",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1.1)","35,176","[10,332,  71,634]"," 61,302",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.8, ρ=1.2)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=0.8)","22,740","[ 6,679,  46,309]"," 39,629",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=0.9)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1)","28,425","[ 8,349,  57,886]"," 49,537",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1.1)","31,268","[ 9,184,  63,674]"," 54,490",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=0.9, ρ=1.2)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=0.8)","20,466","[ 6,011,  41,678]"," 35,666",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=0.9)","23,025","[ 6,763,  46,888]"," 40,125",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1.1)","28,141","[ 8,266,  57,307]"," 49,041",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.7, τ=1, ρ=1.2)","30,699","[ 9,017,  62,517]"," 53,500",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=0.8)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=0.9)","33,578","[ 9,862,  68,378]"," 58,515",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1)","37,308","[10,958,  75,975]"," 65,017",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1.1)","41,039","[12,054,  83,573]"," 71,519",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.6, ρ=1.2)","44,770","[13,150,  91,170]"," 78,020",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=0.8)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=0.9)","28,781","[ 8,453,  58,609]"," 50,156",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1)","31,979","[ 9,393,  65,122]"," 55,729",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1.1)","35,176","[10,332,  71,634]"," 61,302",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.7, ρ=1.2)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=0.8)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=0.9)","25,183","[ 7,397,  51,283]"," 43,886",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1)","27,981","[ 8,219,  56,981]"," 48,763",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1.1)","30,779","[ 9,041,  62,680]"," 53,639",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.8, ρ=1.2)","33,578","[ 9,862,  68,378]"," 58,515",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=0.8)","19,898","[ 5,844,  40,520]"," 34,676",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=0.9)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1)","24,872","[ 7,305,  50,650]"," 43,345",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1.1)","27,359","[ 8,036,  55,715]"," 47,679",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=0.9, ρ=1.2)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=0.8)","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=0.9)","20,147","[ 5,917,  41,027]"," 35,109",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1.1)","24,624","[ 7,232,  50,144]"," 42,911",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.8, τ=1, ρ=1.2)","26,862","[ 7,890,  54,702]"," 46,812",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=0.8)","26,530","[ 7,793,  54,027]"," 46,234",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=0.9)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1)","33,163","[ 9,741,  67,534]"," 57,793",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1.1)","36,479","[10,715,  74,287]"," 63,572",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.6, ρ=1.2)","39,796","[11,689,  81,040]"," 69,352",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=0.8)","22,740","[ 6,679,  46,309]"," 39,629",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=0.9)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1)","28,425","[ 8,349,  57,886]"," 49,537",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1.1)","31,268","[ 9,184,  63,674]"," 54,490",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.7, ρ=1.2)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.8, ρ=0.8)","19,898","[ 5,844,  40,520]"," 34,676",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.8, ρ=0.9)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.8, ρ=1)","24,872","[ 7,305,  50,650]"," 43,345",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.8, ρ=1.1)","27,359","[ 8,036,  55,715]"," 47,679",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.8, ρ=1.2)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.9, ρ=0.8)","17,687","[ 5,195,  36,018]"," 30,823",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.9, ρ=0.9)","19,898","[ 5,844,  40,520]"," 34,676",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.9, ρ=1)","22,109","[ 6,494,  45,022]"," 38,529",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.9, ρ=1.1)","24,320","[ 7,143,  49,525]"," 42,381",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=0.9, ρ=1.2)","26,530","[ 7,793,  54,027]"," 46,234",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=1, ρ=0.8)","15,918","[ 4,676,  32,416]"," 27,741",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=1, ρ=0.9)","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=1, ρ=1)","19,898","[ 5,844,  40,520]"," 34,676",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=1, ρ=1.1)","21,888","[ 6,429,  44,572]"," 38,143",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=0.9, τ=1, ρ=1.2)","23,877","[ 7,013,  48,624]"," 41,611",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.6, ρ=0.8)","23,877","[ 7,013,  48,624]"," 41,611",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.6, ρ=0.9)","26,862","[ 7,890,  54,702]"," 46,812",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.6, ρ=1)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.6, ρ=1.1)","32,831","[ 9,643,  66,858]"," 57,215",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.6, ρ=1.2)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.7, ρ=0.8)","20,466","[ 6,011,  41,678]"," 35,666",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.7, ρ=0.9)","23,025","[ 6,763,  46,888]"," 40,125",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.7, ρ=1)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.7, ρ=1.1)","28,141","[ 8,266,  57,307]"," 49,041",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.7, ρ=1.2)","30,699","[ 9,017,  62,517]"," 53,500",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.8, ρ=0.8)","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.8, ρ=0.9)","20,147","[ 5,917,  41,027]"," 35,109",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.8, ρ=1)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.8, ρ=1.1)","24,624","[ 7,232,  50,144]"," 42,911",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.8, ρ=1.2)","26,862","[ 7,890,  54,702]"," 46,812",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.9, ρ=0.8)","15,918","[ 4,676,  32,416]"," 27,741",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.9, ρ=0.9)","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.9, ρ=1)","19,898","[ 5,844,  40,520]"," 34,676",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.9, ρ=1.1)","21,888","[ 6,429,  44,572]"," 38,143",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=0.9, ρ=1.2)","23,877","[ 7,013,  48,624]"," 41,611",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=1, ρ=0.8)","14,326","[ 4,208,  29,174]"," 24,967",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=1, ρ=0.9)","16,117","[ 4,734,  32,821]"," 28,087",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=1, ρ=1)","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=1, ρ=1.1)","19,699","[ 5,786,  40,115]"," 34,329",100
"access_to_help_nsum","weight_rds_ii","MBSU (δ=1, τ=1, ρ=1.2)","21,490","[ 6,312,  43,762]"," 37,450",100
"access_to_help_nsum","weight_rds_ss","GNSUM Symmetric","17,908","[ 5,260,  36,468]"," 31,208",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.6, ρ=0.8)","47,755","[14,027,  97,248]"," 83,222",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.6, ρ=0.9)","53,724","[15,780, 109,404]"," 93,625",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.6, ρ=1)","59,693","[17,533, 121,560]","104,027",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.6, ρ=1.1)","65,663","[19,286, 133,716]","114,430",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.6, ρ=1.2)","71,632","[21,040, 145,872]","124,833",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.7, ρ=0.8)","40,933","[12,023,  83,356]"," 71,333",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.7, ρ=0.9)","46,049","[13,526,  93,775]"," 80,250",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.7, ρ=1)","51,166","[15,028, 104,195]"," 89,166",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.7, ρ=1.1)","56,282","[16,531, 114,614]"," 98,083",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.7, ρ=1.2)","61,399","[18,034, 125,034]","106,999",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.8, ρ=0.8)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.8, ρ=0.9)","40,293","[11,835,  82,053]"," 70,218",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.8, ρ=1)","44,770","[13,150,  91,170]"," 78,020",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.8, ρ=1.1)","49,247","[14,465, 100,287]"," 85,822",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.8, ρ=1.2)","53,724","[15,780, 109,404]"," 93,625",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.9, ρ=0.8)","31,836","[ 9,351,  64,832]"," 55,481",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.9, ρ=0.9)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.9, ρ=1)","39,796","[11,689,  81,040]"," 69,352",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.9, ρ=1.1)","43,775","[12,858,  89,144]"," 76,287",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=0.9, ρ=1.2)","47,755","[14,027,  97,248]"," 83,222",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=1, ρ=0.8)","28,653","[ 8,416,  58,349]"," 49,933",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=1, ρ=0.9)","32,234","[ 9,468,  65,643]"," 56,175",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=1, ρ=1)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=1, ρ=1.1)","39,398","[11,572,  80,230]"," 68,658",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.5, τ=1, ρ=1.2)","42,979","[12,624,  87,523]"," 74,900",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.6, ρ=0.8)","39,796","[11,689,  81,040]"," 69,352",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.6, ρ=0.9)","44,770","[13,150,  91,170]"," 78,020",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.6, ρ=1)","49,745","[14,611, 101,300]"," 86,689",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.6, ρ=1.1)","54,719","[16,072, 111,430]"," 95,358",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.6, ρ=1.2)","59,693","[17,533, 121,560]","104,027",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.7, ρ=0.8)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.7, ρ=0.9)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.7, ρ=1)","42,638","[12,524,  86,829]"," 74,305",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.7, ρ=1.1)","46,902","[13,776,  95,512]"," 81,736",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.7, ρ=1.2)","51,166","[15,028, 104,195]"," 89,166",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.8, ρ=0.8)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.8, ρ=0.9)","33,578","[ 9,862,  68,378]"," 58,515",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.8, ρ=1)","37,308","[10,958,  75,975]"," 65,017",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.8, ρ=1.1)","41,039","[12,054,  83,573]"," 71,519",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.8, ρ=1.2)","44,770","[13,150,  91,170]"," 78,020",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.9, ρ=0.8)","26,530","[ 7,793,  54,027]"," 46,234",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.9, ρ=0.9)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.9, ρ=1)","33,163","[ 9,741,  67,534]"," 57,793",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.9, ρ=1.1)","36,479","[10,715,  74,287]"," 63,572",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=0.9, ρ=1.2)","39,796","[11,689,  81,040]"," 69,352",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=1, ρ=0.8)","23,877","[ 7,013,  48,624]"," 41,611",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=1, ρ=0.9)","26,862","[ 7,890,  54,702]"," 46,812",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=1, ρ=1)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=1, ρ=1.1)","32,831","[ 9,643,  66,858]"," 57,215",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.6, τ=1, ρ=1.2)","35,816","[10,520,  72,936]"," 62,416",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.6, ρ=0.8)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.6, ρ=0.9)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.6, ρ=1)","42,638","[12,524,  86,829]"," 74,305",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.6, ρ=1.1)","46,902","[13,776,  95,512]"," 81,736",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.6, ρ=1.2)","51,166","[15,028, 104,195]"," 89,166",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.7, ρ=0.8)","29,238","[ 8,588,  59,540]"," 50,952",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.7, ρ=0.9)","32,892","[ 9,661,  66,982]"," 57,321",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.7, ρ=1)","36,547","[10,735,  74,425]"," 63,690",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.7, ρ=1.1)","40,202","[11,808,  81,867]"," 70,059",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.7, ρ=1.2)","43,856","[12,881,  89,310]"," 76,428",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.8, ρ=0.8)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.8, ρ=0.9)","28,781","[ 8,453,  58,609]"," 50,156",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.8, ρ=1)","31,979","[ 9,393,  65,122]"," 55,729",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.8, ρ=1.1)","35,176","[10,332,  71,634]"," 61,302",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.8, ρ=1.2)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.9, ρ=0.8)","22,740","[ 6,679,  46,309]"," 39,629",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.9, ρ=0.9)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.9, ρ=1)","28,425","[ 8,349,  57,886]"," 49,537",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.9, ρ=1.1)","31,268","[ 9,184,  63,674]"," 54,490",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=0.9, ρ=1.2)","34,111","[10,019,  69,463]"," 59,444",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=1, ρ=0.8)","20,466","[ 6,011,  41,678]"," 35,666",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=1, ρ=0.9)","23,025","[ 6,763,  46,888]"," 40,125",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=1, ρ=1)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=1, ρ=1.1)","28,141","[ 8,266,  57,307]"," 49,041",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.7, τ=1, ρ=1.2)","30,699","[ 9,017,  62,517]"," 53,500",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.6, ρ=0.8)","29,847","[ 8,767,  60,780]"," 52,014",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.6, ρ=0.9)","33,578","[ 9,862,  68,378]"," 58,515",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.6, ρ=1)","37,308","[10,958,  75,975]"," 65,017",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.6, ρ=1.1)","41,039","[12,054,  83,573]"," 71,519",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.6, ρ=1.2)","44,770","[13,150,  91,170]"," 78,020",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.7, ρ=0.8)","25,583","[ 7,514,  52,097]"," 44,583",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.7, ρ=0.9)","28,781","[ 8,453,  58,609]"," 50,156",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.7, ρ=1)","31,979","[ 9,393,  65,122]"," 55,729",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.7, ρ=1.1)","35,176","[10,332,  71,634]"," 61,302",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.7, ρ=1.2)","38,374","[11,271,  78,146]"," 66,875",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.8, ρ=0.8)","22,385","[ 6,575,  45,585]"," 39,010",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.8, ρ=0.9)","25,183","[ 7,397,  51,283]"," 43,886",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.8, ρ=1)","27,981","[ 8,219,  56,981]"," 48,763",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.8, ρ=1.1)","30,779","[ 9,041,  62,680]"," 53,639",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.8, ρ=1.2)","33,578","[ 9,862,  68,378]"," 58,515",100
"access_to_help_nsum","weight_rds_ss","MBSU (δ=0.8, τ=0.9, ρ=0.8)","19,898","[ 5,844,  40,520]"," 34,676",100
